clique,version,title,performer,id
749,4,MacArthur Park,Four Tops,P_61574
749,5,MacArthur Park,Waylon Jennings and The Kimberlys,P_418562
749,6,MacArthur Park,The Ray Charles Singers,P_408334
749,7,MacArthur Park,Plastic Penny,P_775146
749,8,MacArthur Park,Jerry Reed & Chet Atkins,P_340579
749,9,MacArthur Park,Glen Campbell,P_57234
749,10,MacArthur Park,Ferrante & Teicher,P_406818
749,11,MacArthur Park,Martin Denny,P_393406
749,12,MacArthur Park,Doc Severinsen & Strings,P_746347
750,0,Mrs. Robinson,Simon and Garfunkel,P_994
750,1,Mrs. Robinson,Ray Conniff and The Singers,P_7198
750,2,Mrs. Robinson,The Johnny Mann Singers,P_29108
750,3,Mrs. Robinson,Frank Sinatra,P_1411
750,4,Mrs. Robinson,Trini Lopez & Nancy Ames,P_537529
750,5,Mrs. Robinson,Lemonheads,P_995
750,6,Mrs. Robinson,Kris Isak,P_137485
750,7,Mrs. Robinson,Hank Marvin,P_46755
750,8,Mrs. Robinson,Bon Jovi,P_192667
750,9,Mrs. Robinson,Art Garfunkel,P_665170
750,10,Mrs. Robinson,Chet Atkins,P_28424
750,11,Mrs. Robinson,The Hollyridge Strings,P_452927
750,12,Mrs. Robinson,Enoch Light and The Light Brigade,P_509213
751,0,She's Funny That Way,Gene Austin,P_101001
751,1,She's Funny That Way,Ben Bernie and His Orchestra,P_226051
751,2,"(I Got a Man, Crazy for Me) He's Funny That Way",Billie Holiday and Her Orchestra,P_118776
751,3,She's Funny That Way,Benny Goodman Sextet,P_586568
751,4,She's Funny That Way,Eddy Howard and His Orchestra,P_764328
751,5,She's Funny That Way,Billie Holiday and The Eddie Heywood Trio,P_410941
751,6,She's Funny That Way,Frank Sinatra,P_278600
751,7,She's Funny That Way,Jackie Gleason,P_207683
751,8,He's Funny That Way,Pat Morrissey,P_782864
751,9,She's Funny That Way,Ella Fitzgerald and Nelson Riddle,P_244712
751,10,She's Funny That Way,Lester Young and His Band,P_245675
751,11,(I Got a Woman Crazy That Way) She's Funny That Way,Sam (The Man) Taylor,P_439609
751,12,She's Funny That Way,The Command All-Stars,P_586442
752,0,Will the Circle Be Unbroken?,William McEwan,P_126178
753,0,I Can See Clearly Now,Johnny Nash,P_12992
753,1,I Can See Clearly Now,Top of the Pops,P_312371
753,2,I Can See Clearly Now,Sonny & Cher,P_124516
753,3,I Can See Clearly Now,Bobby Goldsboro,P_205937
753,4,I Can See Clearly Now,Sergio Mendes & Brasil '77,P_102474
753,5,I Can See Clearly Now,Ray Conniff and The Singers,P_419611
753,6,I Can See Clearly Now,Rex Allen Jr.,P_448319
753,7,I Can See Clearly Now,The Links,P_407139
753,8,I Can See Clearly Now,Petula Clark,P_32647
753,9,I Can See Clearly Now,Susan Cadogan,P_82579
753,10,I Can See Clearly Now,Danny Davis and The Nashville Brass,P_376558
753,11,I Can See Clearly Now,Lloyd Green,P_588151
753,12,I Can See Clearly Now,Percy Faith,P_482437
754,0,Stack-O-Lee,Champion Jack Dupree,P_167700
755,0,Life on Mars,David Bowie,P_546
755,1,Life on Mars,Barbra Streisand,P_58117
755,2,Life on Mars,The King's Singers,P_235707
755,3,Life on Mars,Wall Street Crash,P_326463
755,4,Life on Mars,Snakepit Rebels,P_58120
755,5,Life on Mars,The Flaming Lips,P_58118
755,6,Life on Mars,Cæcilie Norby,P_250764
755,7,Life on Mars,Anggun,P_530292
755,8,Life on Mars,The Ukulele Orchestra of Great Britain,P_140497
755,9,Life on Mars,Yann Tiersen avec Neil Hannon,P_241193
755,10,Life on Mars,The London Symphony Orchestra,P_559456
755,11,Life on Mars,Rick Wakeman,P_58119
755,12,Life on Mars,The Bad Plus,P_130766
756,0,The Folks Who Live on the Hill,Irene Dunne,P_4846
756,1,The Folks Who Live on the Hill,Maxine Sullivan (Orchestra Under the Direction of Claude Thornhill),P_174185
756,2,The Folks Who Live on the Hill,Guy Lombardo and His Royal Canadians,P_589133
756,3,The Folks Who Live on the Hill,Bing Crosby with John Scott Trotter and His Orchestra,P_589135
756,4,The Folks Who Live on the Hill,Maxine Sullivan,P_459450
756,5,The Folks Who Live on the Hill,Peggy Lee,P_35701
756,6,The Folks That Live on the Hill,Gloria Lynne Arranged and Conducted by Marty Paich,P_282480
756,7,Folks Who Live on the Hill,Joyce Carr,P_668022
756,8,The Folks Who Live on the Hill,Val Doonican,P_276435
756,9,Folks Who Live on the Hill,Johnny Hartman,P_91821
756,10,The Folks Who Live on the Hill,Blue Mitchell,P_447929
756,11,The Folks Who Live on the Hill,Bobby Hutcherson,P_658281
756,12,The Folks Who Live on the Hill,Oscar Peterson - Stephane Grappelli Quartet,P_564520
757,0,We've Only Just Begun,Freddie Allen,P_187809
757,1,We've Only Just Begun,Carpenters,P_20610
757,2,We've Only Just Begun,Ray Conniff and The Singers,P_419651
757,3,We've Only Just Begun,Perry Como,P_102802
757,4,We've Only Just Begun,Curtis Mayfield,P_399664
757,5,We've Only Just Begun,The Nite-Liters,P_736444
757,6,We've Only Just Begun,Paul Williams,P_354295
757,7,We've Only Just Begun,Nora Aunor,P_629007
757,8,We've Only Just Begun,Billy Eckstine,P_460341
757,9,We've Only Just Begun,Johnny Hartman,P_91822
757,10,We've Only Just Begun,Tony Mottola,P_119727
757,11,We've Only Just Begun,Grant Green,P_219608
757,12,We've Only Just Begun,The Alan Tew Orchestra,P_432481
758,0,All Along the Watchtower,Bob Dylan,P_401
758,1,All Along the Watchtower,The Jimi Hendrix Experience,P_501
758,2,All Along the Watchtower,The Nashville Teens,P_117823
758,3,All Along the Watchtower,The Alan Bown,P_477183
758,4,All Along the Watchtower,The Brothers and Sisters of Los Angeles,P_27508
758,5,All Along the Watchtower,Brewer & Shipley,P_65604
758,6,All Along the Watchtower,Savage Grace,P_62369
758,7,All Along the Watchtower,Barbara Keith,P_268407
758,8,All Along the Watchtower,Bobby Womack,P_18687
758,9,All Along the Watchtower,Dave Mason [GB],P_506
758,10,All Along the Watchtower,Wilton Felder,P_388880
758,11,All Along the Watchtower,Francis Lockwood Trio,P_613638
758,12,All Along the Watchtower,Vitamin String Quartet,P_38079
759,0,Singin' in the Rain,The Rounders [1],P_84377
759,1,Singin' in the Rain,Jack Hylton and His Orchestra,P_796216
759,2,Singin' in the Rain,Sam Lanin and His Orchestra,P_796243
759,3,Singin' in the Rain,Seger Ellis,P_796234
759,4,Singin' in the Rain,Dorsey Brothers and Their Orchestra,P_796181
759,5,Singin' in the Rain,Earl Burtnett and His Biltmore Hotel Orchestra with Vocal Chorus by Paul Gibbons,P_796256
759,6,Singin' in the Rain,Ukulele Ike,P_84379
759,7,Singin' in the Rain,Gene Kelly,P_84381
759,8,Singin' in the Rain,Toni Harper,P_387381
759,9,Singin' in the Rain,Ruth Olay,P_159445
759,10,Singin' in the Rain,Gus Arnheim and His Orchestra,P_84380
759,11,Singin' in the Rain,Dave Brubeck Trio,P_283568
759,12,Singin' in the Rain,Martin Denny,P_784132
760,0,My Man's Gone Now,Ruby Elzy,P_706824
760,1,My Man's Gone Now,Anne Brown,P_210151
760,2,My Man's Gone Now,Sarah Vaughan,P_472438
760,3,My Man's Gone Now,Julie London with Pete King and His Orchestra,P_250722
760,4,My Man's Gone Now,Carmen McRae,P_133519
760,5,My Man's Gone Now,Buddy Rich,P_408366
760,6,My Man's Gone Now,Lainie Kazan,P_400347
760,7,My Man's Gone Now,Nina Simone,P_39718
760,8,My Man's Gone Now,The Gun Club,P_371166
760,9,My Man's Gone Now,Sinéad O'Connor,P_4703
760,10,My Man's Gone Now,Jascha Heifetz,P_340575
760,11,My Man's Gone Now,Miles Davis,P_445206
760,12,My Man's Gone Now,Bill Evans Trio,P_512910
761,0,Hit the Road Jack,Ray Charles and His Orchestra,P_4012
761,1,Hit the Road Jack,Clint Webster,P_189024
761,2,"Hit the Road, Jack",The Animals,P_220926
761,3,Hit the Road Jack,The Castaways,P_356691
761,4,Hit the Road Jack,The Easybeats,P_345637
761,5,Hit the Road Jack,The Bar Boys,P_623097
761,6,Hit the Road Jack,Connie Eaton & Dave Peel,P_379848
761,7,Hit the Road Jack,Helen Reddy,P_127491
761,8,Hit the Road Jack,Suzi Quatro,P_13658
761,9,Hit the Road Jack,The Stampeders,P_65159
761,10,Hit the Road Jack,Wild Bill Davis,P_487221
761,11,"Hit the Road, Jack",Jimmy McGriff,P_132758
761,12,Hit the Road Jack,Ted Heath and His Music,P_731347
762,0,We Can Work It Out,The Beatles,P_3174
762,1,We Can Work It Out,Maxine Brown,P_27289
762,2,We Can Work It Out,Twice as Much,P_63888
762,3,We Can Work It Out,Petula Clark,P_31801
762,4,We Can Work It Out,Fever Tree,P_25110
762,5,a) Exposition b) We Can Work It Out,Deep Purple,P_5544
762,6,We Can Work It Out,Caterina Valente,P_435567
762,7,We Can Work It Out,Kasenetz-Katz Singing Orchestral Circus,P_146664
762,8,We Can Work It Out,Dionne Warwick,P_37733
762,9,We Can Work It Out,Valerie Simpson,P_232596
762,10,We Can Work It Out,The Hollyridge Strings,P_38863
762,11,We Can Work It Out,The Woofers and Tweeters Ensemble,P_459337
762,12,We Can Work It Out,Marcello Gonçalves,P_757551
763,0,Goin' out of My Head,Little Anthony and The Imperials,P_33804
763,1,Goin' out of My Head,Cilla Black,P_77111
763,2,Goin' out of My Head,Petula Clark,P_102653
763,3,Goin' out of My Head,Nancy Wilson,P_45069
763,4,Goin' out of My Head,Diahann Carroll,P_307240
763,5,Going out of My Head,Sergio Mendes & Brasil '66,P_326829
763,6,Goin' out of My Head,The Pair,P_404002
763,7,Goin' out of My Head,Chris Montez,P_39079
763,8,Goin' out of My Head,The Zombies,P_61714
763,9,Going out of My Head,Vikki Carr,P_79660
763,10,Goin' out of My Head,Stu Phillips,P_403991
763,11,Goin' out of My Head,Wes Montgomery,P_404999
763,12,Goin' out of My Head,Willie Bobo,P_165417
764,0,I Will Always Love You,Dolly Parton,P_14379
764,1,I Will Always Love You,Linda Ronstadt,P_28934
764,2,I Will Always Love You,Jimmie Peters,P_774350
764,3,I Will Always Love You,Whitney Houston,P_14380
764,4,I Will Always Love You,Sarah Washington,P_743409
764,5,I'll Always Love You,Pam Hall,P_547045
764,6,I Will Always Love You,Hank Marvin,P_46757
764,7,I Will Always Love You,Dolly Parton with Vince Gill,P_22908
764,8,I Will Always Love You,Harajuku,P_432176
764,9,I Will Always Love You,Kenny Rogers,P_291044
764,10,I Will Always Love You,Sally Harmon,P_786610
764,11,I Will Always Love You,Alex Bugnon,P_659565
764,12,I Will Always Love You,James Galway,P_17690
765,0,Baby Please Don't Go,Renée Geyer,P_539642
766,0,"Up, up and Away",The Sunshine Company,P_173303
766,1,Up-Up and Away,The 5th Dimension,P_19903
766,2,Up-Up and Away,The Johnny Mann Singers,P_122011
766,3,"Up, up and Away",Johnny Mathis,P_49772
766,4,"Up, Up and Away",The Lettermen,P_243047
766,5,"Up, Up and Away",Nancy Sinatra,P_19909
766,6,"Up, Up and Away",Ray Conniff and The Singers,P_269701
766,7,Up-Up and Away,The Billy Vaughn Singers,P_408178
766,8,"Up, Up and Away",Dionne Warwick,P_73934
766,9,"Up, Up and Away",Diana Ross and The Supremes,P_265943
766,10,"Up, Up and Away",Sonny Criss,P_161922
766,11,"Up, up and Away",Si Zentner and His Orchestra,P_640347
766,12,Up-Up and Away,Ray Bryant,P_358554
767,0,A Felicidade,Silvia Telles,P_64650
767,1,A Felicidade,João Gilberto,P_222897
767,2,A Felicidade,Toni Vestane,P_573058
767,3,A Felicidade,Neil Sedaka with Stan Applebaum & His Orch.,P_261536
767,4,A Felicidade,Billy Eckstine,P_460318
767,5,A Felicidade,Astrud Gilberto,P_72832
767,6,A Felicidade,Claudine Longet,P_387315
767,7,A Felicidade,Joyce,P_416462
767,8,A Felicidade,Eliane Elias,P_270135
767,9,A Felicidade,Quarteto Jobim-Morelenbaum,P_419260
767,10,A Felicidade,"Jo Basile, Accordion and Orchestra",P_750029
767,11,Generique (Happiness),The Ramsey Lewis Trio,P_694000
767,12,Felicidade,The Ramsey Lewis Trio,P_363648
768,0,Street of Dreams,Russ Columbo and His Orchestra,P_344643
768,1,Street of Dreams,Guy Lombardo Royal Canadians,P_344641
768,2,Street of Dreams,Ben Selvin and His Orchestra,P_344642
768,3,Street of Dreams,Bing Crosby,P_20254
768,4,Street of Dreams,Tommy Dorsey and His Orchestra,P_344644
768,5,Street of Dreams,"Lee Wiley, Bobby Hackett with Joe Bushkin and His Swinging Strings",P_293415
768,6,Street of Dreams,Jimmy Scott,P_545172
768,7,Street of Dreams,Johnny Mathis,P_40181
768,8,Street of Dreams,Ella Fitzgerald & Oscar Peterson,P_677318
768,9,Street of Dreams,Herb Jeffries,P_775006
768,10,Street of Dreams,Buddy DeFranco,P_798285
768,11,Street of Dreams,Gene Ammons,P_450635
768,12,Street of Dreams,Chet Baker,P_298143
769,0,"Let's Do It, Let's Fall in Love",Leslie Hutchinson,P_40677
769,1,Let's Do It (Let's Fall in Love),Billie Holiday,P_95700
769,2,Let's Do It (Let's Fall in Love),Benny Goodman and His Orchestra,P_205614
769,3,Let's Do It,Eartha Kitt with Henri René and his Orchestra,P_201608
769,4,Let's Do It,"Dinah Washington, Orchestra Arranged and Conducted by Hal Mooney",P_349391
769,5,Let's Do It,Tina Louise,P_334880
769,6,"Let's Do It, Let's Fall in Love",Trudy Richards,P_251785
769,7,"Let's Do It, Let's Fall in Love",Pearl Bailey,P_460118
769,8,"Let's Do It, Let's Fall in Love",Louis Armstrong and Oscar Peterson,P_64398
769,9,"Let's Do It, Let's Fall in Love",Tommy Bruce,P_361930
769,10,Let's Do It,Oscar Peterson,P_468176
769,11,Let's Do It,The Talkative Horns of Rex Stewart & Dickie Wells,P_355271
769,12,Let's Do It,Johnny Williams His Orchestra,P_362836
770,0,The End of the World,Skeeter Davis,P_4779
770,1,The End of the World,Ruby and The Romantics,P_338599
770,2,The End of the World,Julie London,P_104315
770,3,The End of the World,The Andrews Sisters,P_586077
770,4,End of the World,Bobby Darin,P_60910
770,5,The End of the World,Patti Page,P_413198
770,6,The End of the World,Vic Dana,P_393908
770,7,The End of the World,Brenda Lee,P_47939
770,8,The End of the World,Joni James,P_292978
770,9,The End of the World,Loretta Lynn,P_229457
770,10,The End of the World,Percy Faith and His Orchestra,P_483426
770,11,The End of the World,Marty Gold and His Orchestra,P_210910
770,12,The End of the World,Bud Shank,P_554577
771,0,Samba de Verão,Marcos Valle,P_99743
771,1,Samba de Verão,Doris Monteiro,P_269931
771,2,Samba de Verão,Os Cariocas,P_417678
771,3,Samba de Verão,The David Whitaker Orchestra,P_362901
771,4,Samba de Verão,Caterina Valente and Edmundo Ros,P_587352
771,5,Samba de Verão (Summer Samba),Ana Caram,P_69080
771,6,Samba de Verão,Caetano Veloso,P_542468
771,7,So Nice (Samba de Verão),Eliane Elias,P_110932
771,8,Samba de Verão / So Nice,Victoria Abril,P_269415
771,9,Samba de Verão,Zeurítia,P_269472
771,10,Samba de Verão,Walter Wanderley,P_6857
771,11,Summer Samba,Alan Haven,P_349837
771,12,Summer Samba (So Nice),Les McCann,P_161807
772,0,The Wind Beneath My Wings,Roger Whittaker,P_7032
772,1,Wind Beneath My Wings,Sheena Easton,P_44134
772,2,Wind Beneath My Wings,Kamahl,P_27157
772,3,The Wind Beneath My Wings,Lee Greenwood,P_437538
772,4,Wind Beneath My Wings,Lou Rawls,P_51984
772,5,The Wind Beneath My Wings,Colleen Hewett,P_278742
772,6,Hero,Gladys Knight and The Pips,P_13831
772,7,Wind Beneath My Wings,Willie Nelson,P_35636
772,8,Wind Beneath My Wings,Patti LaBelle,P_43892
772,9,The Wind Beneath My Wings,David Alexander,P_437660
772,10,Wind Beneath My Wings,Sally Harmon,P_786344
772,11,The Wind Beneath My Wings,Bonfiglio,P_757180
772,12,The Wind Beneath My Wings,James Galway,P_285234
773,0,Strawberry Fields Forever,Noel Harrison,P_187700
773,1,Strawberry Fields Forever,Richie Havens,P_5952
773,2,Strawberry Fields Forever,Plastic Penny,P_351108
773,3,Strawberry Fields Forever,Tomorrow,P_73213
773,4,Strawberry Fields Forever,Peter Gabriel,P_121202
773,5,Strawberry Fields Forever,Todd Rundgren,P_25033
773,6,Strawberry Fields Forever,The King's Singers,P_388397
773,7,Strawberry Fields,The Runaways,P_2931
773,8,Strawberry Fields Forever,Trap the Clown,P_67549
773,9,Strawberry Fields Forever,Tater Totz,P_89526
773,10,Strawberry Fields Forever,The Hollyridge Strings,P_25385
773,11,Strawberry Fields Forever,Stardrive with Robert Mason,P_456441
773,12,Strawberry Fields,New World Electronic Chamber Ensemble,P_729708
774,0,Dancing Queen,ABBA,P_199
774,1,Dancing Queen,Carol Douglas,P_48425
774,2,Dancing Queen,Tracy,P_180421
774,3,Dancing Queen,Love Hewitt,P_88700
774,4,Dancing Queen,Rob'N'Raz / DLC,P_309150
774,5,Dancing Queen,Nukey Pikes,P_390595
774,6,Dancing Queen,Abbacadabra [GB],P_610231
774,7,Dancing Queen,The Real Group med Frida,P_470980
774,8,Dancing Queen,Garageland,P_53863
774,9,Dancing Queen,P,P_31807
774,10,Dancing Queen,"Robin Workman, Chic Perryman, Paul Jansen, Paul Baker",P_88611
774,11,Dancing Queen,André Brasseur,P_582991
774,12,Prinsessa,Kari Hillo,P_750868
775,0,I Could Have Danced All Night,Julie Andrews and Philippa Bevans,P_83873
775,1,I Could Have Danced All Night,Julie Andrews and Philippa Bevans,P_122933
775,2,I Could Have Danced All Night,Shelly Manne & His Friends,P_83908
775,3,I Could Have Danced All Night,Frank Sinatra,P_87213
775,4,I Could Have Danced All Night,Jane Morgan,P_681141
775,5,I Could Have Danced All Night,Peggy Lee,P_87214
775,6,I Could Have Danced All Night,Ben E. King,P_92888
775,7,I Could Have Danced All Night,Joanie Sommers with Laurindo Almeida,P_438557
775,8,I Could Have Danced All Night,Nat King Cole,P_83920
775,9,I Could Have Danced All Night,The Cops 'n Robbers,P_292306
775,10,I Could Have Danced All Night,The Billy Taylor Trio,P_641156
775,11,I Could Have Danced All Night,The Jonah Jones Quartet,P_214666
775,12,I Could Have Danced All Night,Chet Baker,P_83926
776,0,"Love Theme from ""Romeo and Juliet""",Chet Atkins,P_438680
777,0,Wrap Your Troubles in Dreams (And Dream Your Troubles Away),Mildred Bailey,P_388803
777,1,Wrap Your Troubles in Dreams,Louis Armstrong and His Orchestra,P_116008
777,2,Wrap Your Troubles in Dreams (And Dream Your Troubles Away),Woody Herman and His Orchestra,P_728620
777,3,Wrap Your Troubles in Dreams (And Dream Your Troubles Away),George Gibbs with Quartet and Orchestra Directed by Earle Hagen,P_434353
777,4,Wrap Your Troubles in Dreams,Stan Getz,P_322233
777,5,Wrap Your Troubles in Dreams,Buddy Rich,P_660176
777,6,Wrap Your Troubles in Dreams,Jane Morgan,P_437502
777,7,Wrap Your Troubles in Dreams (And Dream Your Troubles Away),Dean Martin,P_236541
777,8,Wrap Your Troubles in Dreams (And Dream Your Troubles Away),Tony Bennett,P_444561
777,9,Wrap Your Troubles in Dreams,Sonya Hedenbratt,P_723476
777,10,Wrap Your Troubles in Dreams,Cozy Cole's All Stars,P_112560
777,11,Wrap Your Troubles in Dreams,Art Tatum,P_590320
777,12,Wrap Your Troubles in Dreams,Earl Hines,P_770269
778,0,It's Easy to Remember,Bing Crosby with Georgie Stoll and His Orchestra,P_292570
778,1,It's Easy to Remember,"Frank Sinatra, Nelson Riddle, The Hollywood String Quartet",P_23587
778,2,It's Easy to Remember,Dean Martin,P_141563
778,3,Easy to Remember,Teal Joy - Orchestra Directed by Ted Steele,P_663917
778,4,It's Easy to Remember,Sue Raney with the orchestra of Nelson Riddle,P_349308
778,5,It's Easy to Remember,Billie Holiday - Ray Ellis and His Orchestra,P_23117
778,6,It's Easy to Remember (And So Hard to Forget),Joni James,P_406179
778,7,Easy to Remember,Jack Jones,P_39596
778,8,It's Easy to Remember,Dorothy Dandridge,P_463279
778,9,It's Easy to Remember,Karrin Allyson,P_426304
778,10,It's Easy to Remember,Billy Butterfield and His Orchestra,P_456088
778,11,It's Easy to Remember,John Coltrane Quartet,P_389555
778,12,Easy to Remember,Pharoah Sanders,P_142176
779,0,Dancing in the Dark,Jack Barker,P_12792
779,1,Dancing in the Dark,Bing Crosby,P_188464
779,2,Dancing in the Dark,Bea Wain with Orchestra Under the Direction of Walter Gross,P_519705
779,3,Dancing in the Dark,Jo Stafford with Paul Weston and His Orchestra and The Starlighters,P_283016
779,4,Dancing in the Dark,Jackie Gleason,P_207690
779,5,Dancing in the Dark,Ray Conniff and His Orchestra and Chorus,P_366877
779,6,Dancing in the Dark,Sarah Vaughan,P_279308
779,7,Dancing in the Dark,Felicia Sanders,P_355834
779,8,Dancing in the Dark,Frank Sinatra,P_25160
779,9,Dancing in the Dark,Jane Morgan,P_681117
779,10,Dancing in the Dark,Cy Walter,P_322798
779,11,Dancing in the Dark,Morton Gould and His Orchestra,P_275602
779,12,Dancing in the Dark,Erroll Garner,P_190921
780,0,Try to Remember,Jerry Orbach,P_6870
780,1,Try to Remember,Harry Belafonte,P_212971
